city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Ostfildern,48.7228,9.2631,Germany,DE,Baden-Württemberg,,39321.0,39321.0
Maintal,50.15,8.8333,Germany,DE,Hesse,,39298.0,39298.0
Ahaus,52.0794,7.0134,Germany,DE,North Rhine-Westphalia,,39223.0,39223.0
Ilmenau,50.6872,10.9142,Germany,DE,Thuringia,,39017.0,39017.0
Mettmann,51.25,6.9667,Germany,DE,North Rhine-Westphalia,minor,38829.0,38829.0
Würselen,50.8247,6.1275,Germany,DE,North Rhine-Westphalia,,38712.0,38712.0
Bitterfeld,51.6167,12.3167,Germany,DE,Saxony,,38475.0,38475.0
Bautzen,51.1814,14.4239,Germany,DE,Saxony,minor,38329.0,38329.0
Pirna,50.9622,13.9403,Germany,DE,Saxony,minor,38316.0,38316.0
Niederkassel,50.8167,7.0333,Germany,DE,North Rhine-Westphalia,,38218.0,38218.0
Langen,49.9893,8.6803,Germany,DE,Hesse,,37902.0,37902.0
Greven,52.0917,7.6083,Germany,DE,North Rhine-Westphalia,,37692.0,37692.0
Fürstenfeldbruck,48.1778,11.2556,Germany,DE,Bavaria,minor,37677.0,37677.0
Neu Isenburg,50.0558,8.6971,Germany,DE,Hesse,,37668.0,37668.0
Papenburg,53.0667,7.4,Germany,DE,Lower Saxony,,37579.0,37579.0
Kamp-Lintfort,51.5,6.5333,Germany,DE,North Rhine-Westphalia,,37391.0,37391.0
Backnang,48.9464,9.4306,Germany,DE,Baden-Württemberg,,37253.0,37253.0
Warendorf,51.9539,7.9933,Germany,DE,North Rhine-Westphalia,minor,37226.0,37226.0
Königs Wusterhausen,52.2917,13.625,Germany,DE,Brandenburg,,37190.0,37190.0
Suhl,50.6106,10.6931,Germany,DE,Thuringia,minor,36955.0,36955.0
Beckum,51.7558,8.0408,Germany,DE,North Rhine-Westphalia,,36646.0,36646.0
Erding,48.3001,11.9082,Germany,DE,Bavaria,minor,36469.0,36469.0
